Designator,Mid X,Mid Y,Rotation,Layer
H1,158.016441,-90.449987,0.0,top
H2,165.016441,-141.449987,0.0,top
H3,237.516441,-144.949987,0.0,top
H4,215.016441,-104.449987,0.0,top
